"BRIN.NUMMER";"PROVINCIE.x";"BEVOEGD.GEZAG.NUMMER";"INSTELLINGSNAAM";"STRAATNAAM";"HUISNUMMER.TOEVOEGING";"POSTCODE";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM.x";"DENOMINATIE";"TELEFOONNUMMER";"INTERNETADRES";"STRAATNAAM.CORRESPONDENTIEADRES";"HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES";"POSTCODE.CORRESPONDENTIEADRES";"PLAATSNAAM.CORRESPONDENTIEADRES";"NODAAL.GEBIED.CODE";"NODAAL.GEBIED.NAAM";"RPA.GEBIED.CODE";"RPA.GEBIED.NAAM";"WGR.GEBIED.CODE";"WGR.GEBIED.NAAM";"COROPGEBIED.CODE";"COROPGEBIED.NAAM";"ONDERWIJSGEBIED.CODE";"ONDERWIJSGEBIED.NAAM";"RMC.REGIO.CODE";"RMC.REGIO.NAAM";"VESTIGINGSNUMMER";"NAAM_INSTELLING";"GEMEENTENAAM.y";"PROVINCIE.y";"SWV";"BEVOEGD_GEZAG_NUMMER";"TOTAAL";"TOTAAL_JONGER_8";"TOTAAL_8_EO";"TOTAAL_GEW00";"TOTAAL_GEW03";"TOTAAL_GEW12";"TOTAAL_NOAT";"TOTAAL_BEKOSTIGD";"BEK_JONGER_8";"BEK_8_EO";"BEK_GEW00";"BEK_GEW03";"BEK_GEW12";"BEK_NOAT";"TOTAAL_NIET_BEKOSTIGD";"NIETBEK_JONGER_8";"NIETBEK_8_EO";"NIETBEK_GEW00";"NIETBEK_GEW03";"NIETBEK_GEW12";"NIETBEK_NOAT";"lat";"lon";"NOATPCT";"DESC"
"179";"24TC";"Noord-Holland";40586;"Europaschool";"Hygieaplein";"8";"1076 RT";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";205854811;"www.europaschool.nl";"Prinses Irenestraat";"59";"1077 WV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Europaschool";"AMSTERDAM";"Noord-Holland";"PO2707";40586;1062;663;399;1061;1;0;623;1061;662;399;1060;1;0;622;1;1;0;1;0;0;1;52.3469674;4.8626246;58.6629001883239;"br />  <br /> 1062 <br /> 58.6629001883239"
"180";"24ZH";"Noord-Holland";40389;"Islam Bs As Soeffah";"EGoli";"10";"1103 AC";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206002743;"www.assoeffah.nl";"Hoogoord";"257";"1102 CN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Islam Bs As Soeffah";"AMSTERDAM";"Noord-Holland";"PO2707";40389;296;161;135;204;13;79;175;295;160;135;203;13;79;174;1;1;0;1;0;0;1;52.323009;4.959811;59.1216216216216;"br />  <br /> 296 <br /> 59.1216216216216"
"181";"24ZK";"Noord-Holland";40189;"Crescendo";"Kortvoort";"61-C";"1104 NA";"AMSTERDAM";363;"AMSTERDAM";"Evangelische broedergemeenscha";206957178;"www.crescendo-school.nl";"Kortvoort";"61-C";"1104 NA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Crescendo";"AMSTERDAM";"Noord-Holland";"PO2707";40189;341;174;167;203;45;93;46;339;173;166;202;44;93;45;2;1;1;1;1;0;1;52.315838;4.970323;13.4897360703812;"br />  <br /> 341 <br /> 13.4897360703812"
"182";"25KC";"Noord-Holland";41579;"Openbare Daltonbasisschool De Horizon";"Pieter Calandlaan";"768";"1060 TZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206672281;"www.horizondalton.nl";"Pieter Calandlaan";"768";"1060 TZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"obs De Horizon";"AMSTERDAM";"Noord-Holland";"PO2707";41579;671;319;352;650;8;13;340;671;319;352;650;8;13;340;0;0;0;0;0;0;0;52.3499995;4.7875197;50.6706408345753;"br />  <br /> 671 <br /> 50.6706408345753"
"183";"27LT";"Noord-Holland";41774;"Openbare Basisschool Olympus";"Erich Salomonstraat";"432";"1087 JA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206080828;"www.olympus.nl";"Erich Salomonstraat";"432";"1087 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Obs Olympus";"AMSTERDAM";"Noord-Holland";"PO2707";41774;202;66;136;162;15;25;138;202;66;136;162;15;25;138;0;0;0;0;0;0;0;52.3549515;4.9998258;68.3168316831683;"br />  <br /> 202 <br /> 68.3168316831683"
"184";"27MB";"Noord-Holland";40294;"Islamitische Basisschool El Amien II";"Wiltzanghlaan";"93";"1061 HB";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";204889409;"www.elamien.nl";"Postbus";"67014";"1060 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"El Amien II";"AMSTERDAM";"Noord-Holland";"PO2707";40294;319;164;155;259;6;54;259;319;164;155;259;6;54;259;0;0;0;0;0;0;0;52.3815972;4.8405154;81.1912225705329;"br />  <br /> 319 <br /> 81.1912225705329"
"185";"27NP";"Noord-Holland";81316;"Oecumenische Dalton bassischool Neptunus";"Piet Zwarthof";"2";"1087 AX";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";203987790;"www.daltonschoolneptunus.nl";"Piet Zwarthof";"2";"1087 AX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Neptunus";"AMSTERDAM";"Noord-Holland";"PO2707";81316;342;150;192;322;3;17;116;342;150;192;322;3;17;116;0;0;0;0;0;0;0;52.3595743;4.9909787;33.9181286549708;"br />  <br /> 342 <br /> 33.9181286549708"
"186";"27NV";"Noord-Holland";41023;"Willibrordschool";"Diemerparklaan";"11";"1087 EM";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";203981540;"www.willibrordijburg.nl";"Diemerparklaan";"11";"1087 EM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Willibrordschool";"AMSTERDAM";"Noord-Holland";"PO2707";41023;374;190;184;350;6;18;96;374;190;184;350;6;18;96;0;0;0;0;0;0;0;52.3549366;4.9948161;25.668449197861;"br />  <br /> 374 <br /> 25.668449197861"
"187";"27PR";"Noord-Holland";40400;"Al Wafa";"Harry Koningsbergerstr";"30";"1063 AD";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";204861638;"                                                                                ";"Harry Koningsbergerstr";"30";"1063 AD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Al Wafa";"AMSTERDAM";"Noord-Holland";"PO2707";40400;286;156;130;207;14;65;248;286;156;130;207;14;65;248;0;0;0;0;0;0;0;52.3805999;4.836709;86.7132867132867;"br />  <br /> 286 <br /> 86.7132867132867"
"188";"27PR";"Noord-Holland";40400;"Al Wafa";"Harry Koningsbergerstr";"30";"1063 AD";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";204861638;"                                                                                ";"Harry Koningsbergerstr";"30";"1063 AD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";2;"Al Wafa";"ALKMAAR";"Noord-Holland";"PO2703";40400;77;41;36;42;6;29;77;77;41;36;42;6;29;77;0;0;0;0;0;0;0;52.3805999;4.836709;100;"br />  <br /> 77 <br /> 100"
"189";"27PT";"Noord-Holland";41857;"Piet Hein";"Oostelijke Handelskade";"6";"1019 BM";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";204195242;"www.basisschoolpiethein.nl";"Oostelijke Handelskade";"6";"1019 BM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Piet Hein";"AMSTERDAM";"Noord-Holland";"PO2707";41857;417;223;194;379;22;16;76;416;222;194;378;22;16;75;1;1;0;1;0;0;1;52.3748312;4.9309836;18.2254196642686;"br />  <br /> 417 <br /> 18.2254196642686"
"190";"27PU";"Noord-Holland";41857;"De Zuiderzee";"Brigantijnkade";"51";"1086 VB";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";204165862;"www.abbsdezuiderzee.nl";"Brigantijnkade";"51";"1086 VB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Zuiderzee";"AMSTERDAM";"Noord-Holland";"PO2707";41857;300;115;185;267;12;21;77;300;115;185;267;12;21;77;0;0;0;0;0;0;0;52.3628931;4.9874058;25.6666666666667;"br />  <br /> 300 <br /> 25.6666666666667"
"191";"27YK";"Noord-Holland";41774;"De Kleine Kapitein";"Tosaristraat";"30-A";"1019 RT";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204198983;"www.dekleinekapitein.nl";"Tosaristraat";"30-A";"1019 RT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Kleine Kapitein";"AMSTERDAM";"Noord-Holland";"PO2707";41774;251;131;120;244;3;4;56;250;131;119;243;3;4;56;1;0;1;1;0;0;0;52.3791287;4.9234076;22.3107569721116;"br />  <br /> 251 <br /> 22.3107569721116"
"192";"28AJ";"Noord-Holland";81316;"Oecumenische basisschool De Odyssee";"Cycladenlaan";"2-A";"1060 LW";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206671762;"www.deodyssee.nl";"Cycladenlaan";"2-A";"1060 LW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Odyssee";"AMSTERDAM";"Noord-Holland";"PO2707";81316;470;240;230;459;5;6;175;470;240;230;459;5;6;175;0;0;0;0;0;0;0;52.3485709;4.7928125;37.2340425531915;"br />  <br /> 470 <br /> 37.2340425531915"
"193";"28AU";"Noord-Holland";41023;"Het Bovenland";"Akersluis";"1-A";"1066 ER";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";204084686;"www.hetbovenland.nl";"Akersluis";"1-A";"1066 ER";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Het Bovenland";"AMSTERDAM";"Noord-Holland";"PO2707";41023;284;178;106;267;6;11;103;284;178;106;267;6;11;103;0;0;0;0;0;0;0;52.3438064;4.7944172;36.2676056338028;"br />  <br /> 284 <br /> 36.2676056338028"
"194";"28BA";"Noord-Holland";41774;"Openbare basisschool Steigereiland";"John Hadleystraat";"4";"1086 WB";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204161677;"www.obssteigereiland.nl";"John Hadleystraat";"4";"1086 WB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Steigereiland";"AMSTERDAM";"Noord-Holland";"PO2707";41774;638;317;321;619;9;10;58;638;317;321;619;9;10;58;0;0;0;0;0;0;0;52.3604378;4.9842797;9.09090909090909;"br />  <br /> 638 <br /> 9.09090909090909"
"195";"28BZ";"Noord-Holland";41857;"abbs Elzenhagen";"N. Lansdorpstraat";"2";"1022 KB";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206373848;"www.abbs-elzenhagen.nl";"N. Lansdorpstraat";"2";"1022 KB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"abbs Elzenhagen";"AMSTERDAM";"Noord-Holland";"PO2707";41857;384;202;182;368;10;6;70;382;201;181;366;10;6;68;2;1;1;2;0;0;2;52.4048341;4.9301709;18.2291666666667;"br />  <br /> 384 <br /> 18.2291666666667"
"196";"28DD";"Noord-Holland";42553;"OBS NoordRijk IKC";"Braeburnstraat";"1";"1036 LD";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";203372192;"www.ikcnoordrijk.nl";"Braeburnstraat";"1";"1036 LD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"NoordRijk";"AMSTERDAM";"Noord-Holland";"PO2707";42553;386;233;153;348;18;20;113;386;233;153;348;18;20;113;0;0;0;0;0;0;0;52.4080675;4.9034781;29.2746113989637;"br />  <br /> 386 <br /> 29.2746113989637"
"197";"29RV";"Noord-Holland";41857;"Het Podium";"Emmy Andriessestraat";"56";"1087 MJ";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";204167222;"www.abbshetpodium.nl";"Emmy Andriessestraat";"56";"1087 MJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Het Podium";"AMSTERDAM";"Noord-Holland";"PO2707";41857;513;205;308;482;11;20;15;513;205;308;482;11;20;15;0;0;0;0;0;0;0;52.3494771;5.0054127;2.92397660818713;"br />  <br /> 513 <br /> 2.92397660818713"
"198";"29UA";"Noord-Holland";41774;"Laterna Magica";"Eva Besnyostraat";"491";"1087 LG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204161911;"www.obslaternamagica.nl";"Eva Besnyostraat";"491";"1087 LG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Laterna Magica";"AMSTERDAM";"Noord-Holland";"PO2707";41774;664;381;283;660;2;2;82;664;381;283;660;2;2;82;0;0;0;0;0;0;0;52.3502177;5.0080547;12.3493975903614;"br />  <br /> 664 <br /> 12.3493975903614"
"199";"29XF";"Noord-Holland";41023;"Katholieke Basisschool De Archipel";"Franz Zieglerstraat";"11";"1087 HN";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";203140280;"www.kbsdearchipel.nl";"Franz Zieglerstraat";"201";"1087 HN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Archipel";"AMSTERDAM";"Noord-Holland";"PO2707";41023;265;130;135;244;12;9;98;265;130;135;244;12;9;98;0;0;0;0;0;0;0;52.3529278;5.006764;36.9811320754717;"br />  <br /> 265 <br /> 36.9811320754717"
"200";"30BB";"Noord-Holland";81316;"Oecumenische basisschool De Poseidon";"Franz Zieglerstraat";"7";"1087 HN";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";204167238;"www.deposeidon.nl";"Franz Zieglerstraat";"7";"1087 HN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Poseidon";"AMSTERDAM";"Noord-Holland";"PO2707";81316;446;265;181;435;5;6;97;446;265;181;435;5;6;97;0;0;0;0;0;0;0;52.3530629;5.0069057;21.7488789237668;"br />  <br /> 446 <br /> 21.7488789237668"
"201";"30FG";"Noord-Holland";42553;"Overhoeks";"Chrysantenstraat";"28";"1031 HT";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206304770;"                                                                                ";"Chrysantenstraat";"28";"1031 HT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Overhoeks";"AMSTERDAM";"Noord-Holland";"PO2707";42553;267;179;88;247;17;3;89;266;178;88;246;17;3;88;1;1;0;1;0;0;1;52.3919633;4.9055578;33.3333333333333;"br />  <br /> 267 <br /> 33.3333333333333"
"202";"30GF";"Noord-Holland";41023;"Oecumenische basisschool De IJsbreker";"Chrysantenstraat";"26";"1031 HT";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206369643;"www.basisschooldeijsbreker.nl";"Chrysantenstraat";"26";"1031 HT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De IJsbreker";"AMSTERDAM";"Noord-Holland";"PO2707";41023;318;230;88;308;6;4;48;318;230;88;308;6;4;48;0;0;0;0;0;0;0;52.3920343;4.9064286;15.0943396226415;"br />  <br /> 318 <br /> 15.0943396226415"
"203";"30GJ";"Noord-Holland";42527;"Basisschool Witte Tulp";"Koos Vorrinkweg";"5";"1069 JR";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206138482;"www.bswittetulp.nl";"Postbus";"9920";"1006 AP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bs Witte Tulp";"AMSTERDAM";"Noord-Holland";"PO2707";42527;208;117;91;194;4;10;160;207;116;91;193;4;10;159;1;1;0;1;0;0;1;52.3531729;4.8000605;76.9230769230769;"br />  <br /> 208 <br /> 76.9230769230769"
"204";"30PM";"Noord-Holland";41774;"Montessorischool Zeeburgereiland";"Faas Wilkesstraat";"451";"1095 MD";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";203039559;"www.IKCZeeburgereiland.nl";"Faas Wilkesstraat";"451";"1095 MD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Zeeburgereiland";"AMSTERDAM";"Noord-Holland";"PO2707";41774;136;92;44;135;0;1;7;136;92;44;135;0;1;7;0;0;0;0;0;0;0;52.3723136;4.970069;5.14705882352941;"br />  <br /> 136 <br /> 5.14705882352941"
"205";"30RL";"Noord-Holland";41781;"Kindercampus Zuidas";"Antonio Vivaldistraat";"15";"1083 HP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";207230788;"www.kindercampuszuidas.nl";"Antonio Vivaldistraat";"15";"1083 HP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Kindercampus Zuidas";"AMSTERDAM";"Noord-Holland";"PO2707";41781;121;121;0;114;4;3;45;121;121;0;114;4;3;45;0;0;0;0;0;0;0;52.3365397;4.882804;37.1900826446281;"br />  <br /> 121 <br /> 37.1900826446281"
"206";"30UE";"Noord-Holland";30883;"As-Siddieq Noord";"Dijkmanshuizenstraat";"119";"1024 XJ";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206371376;"www.as-siddieq.nl";"Postbus";"80";"3360 AB";"SLIEDRECHT";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"As-Siddieq Noord";"AMSTERDAM";"Noord-Holland";"PO2707";30883;280;154;126;174;29;77;274;277;152;125;172;29;76;271;3;2;1;2;0;1;3;52.3953045;4.9561922;97.8571428571428;"br />  <br /> 280 <br /> 97.8571428571428"
"207";"30UF";"Noord-Holland";30883;"As-Siddieq Oost";"Sumatraplantsoen";"15";"1095 HW";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206927983;"www.as-siddieq.nl";"Postbus";"80";"3360 AB";"SLIEDRECHT";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"As-Siddieq Oost";"AMSTERDAM";"Noord-Holland";"PO2707";30883;383;203;180;237;22;124;378;383;203;180;237;22;124;378;0;0;0;0;0;0;0;52.3607864;4.9428695;98.6945169712794;"br />  <br /> 383 <br /> 98.6945169712794"
"208";"30UP";"Noord-Holland";41774;"De Amstel";"Welnastraat";"845";"1096 GJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";203706705;"www.mkcdeamstel.nl";"Welnastraat";"845";"1096 GJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Amstel";"AMSTERDAM";"Noord-Holland";"PO2707";41774;160;124;36;160;0;0;35;158;122;36;158;0;0;35;2;2;0;2;0;0;0;52.3397098;4.9191096;21.875;"br />  <br /> 160 <br /> 21.875"
"209";"30VE";"Noord-Holland";41800;"Cosmicus-Impuls";"Het Breed";"10";"1025 HR";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";202170720;"www.bscosmicus-impuls.nl";"Postbus";"59190";"3008 PD";"ROTTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Cosmicus";"AMSTERDAM";"Noord-Holland";"PO2707";41800;87;67;20;81;2;4;85;86;66;20;80;2;4;85;1;1;0;1;0;0;0;52.3953253;4.9362235;97.7011494252874;"br />  <br /> 87 <br /> 97.7011494252874"
"210";"30XH";"Noord-Holland";42684;"De Ontplooiing";"August Allebeplein";"7";"1062 AA";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206400982;"www.deontplooiing.nu";"Postbus";"9853";"1006 AN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Ontplooiing";"AMSTERDAM";"Noord-Holland";"PO2707";42684;132;66;66;117;12;3;16;132;66;66;117;12;3;16;0;0;0;0;0;0;0;52.3631307;4.8392895;12.1212121212121;"br />  <br /> 132 <br /> 12.1212121212121"
"211";"30XJ";"Noord-Holland";42684;"De Voorsprong";"Woudrichemstraat";"8";"1107 NG";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206400982;"                                                                                ";"Postbus";"9853";"1006 AN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Voorsprong";"AMSTERDAM";"Noord-Holland";"PO2707";42684;5;2;3;5;0;0;0;5;2;3;5;0;0;0;0;0;0;0;0;0;0;52.2942853;4.9876908;0;"br />  <br /> 5 <br /> 0"
"212";"31AE";"Noord-Holland";42708;"Lotusschool";"Holendrechtplein";"44";"1106 LP";"AMSTERDAM";363;"AMSTERDAM";"Hindoeïstisch";652685654;"                                                                                ";"Postbus";"23493";"1100 DZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Lotusschool";"AMSTERDAM";"Noord-Holland";"PO2707";42708;59;31;28;29;18;12;20;59;31;28;29;18;12;20;0;0;0;0;0;0;0;52.2992912;4.9643509;33.8983050847458;"br />  <br /> 59 <br /> 33.8983050847458"
