"BRIN.NUMMER";"PROVINCIE.x";"BEVOEGD.GEZAG.NUMMER";"INSTELLINGSNAAM";"STRAATNAAM";"HUISNUMMER.TOEVOEGING";"POSTCODE";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM.x";"DENOMINATIE";"TELEFOONNUMMER";"INTERNETADRES";"STRAATNAAM.CORRESPONDENTIEADRES";"HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES";"POSTCODE.CORRESPONDENTIEADRES";"PLAATSNAAM.CORRESPONDENTIEADRES";"NODAAL.GEBIED.CODE";"NODAAL.GEBIED.NAAM";"RPA.GEBIED.CODE";"RPA.GEBIED.NAAM";"WGR.GEBIED.CODE";"WGR.GEBIED.NAAM";"COROPGEBIED.CODE";"COROPGEBIED.NAAM";"ONDERWIJSGEBIED.CODE";"ONDERWIJSGEBIED.NAAM";"RMC.REGIO.CODE";"RMC.REGIO.NAAM";"VESTIGINGSNUMMER";"NAAM_INSTELLING";"GEMEENTENAAM.y";"PROVINCIE.y";"SWV";"BEVOEGD_GEZAG_NUMMER";"TOTAAL";"TOTAAL_JONGER_8";"TOTAAL_8_EO";"TOTAAL_GEW00";"TOTAAL_GEW03";"TOTAAL_GEW12";"TOTAAL_NOAT";"TOTAAL_BEKOSTIGD";"BEK_JONGER_8";"BEK_8_EO";"BEK_GEW00";"BEK_GEW03";"BEK_GEW12";"BEK_NOAT";"TOTAAL_NIET_BEKOSTIGD";"NIETBEK_JONGER_8";"NIETBEK_8_EO";"NIETBEK_GEW00";"NIETBEK_GEW03";"NIETBEK_GEW12";"NIETBEK_NOAT";"lat";"lon";"NOATPCT";"DESC"
"68";"16FV";"Noord-Holland";41023;"Alan Turingschool";"Poolstraat";"2";"1018 LR";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206224584;"                                                                                ";"Poolstraat";"2";"1018 LR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Alan Turingschool";"AMSTERDAM";"Noord-Holland";"PO2707";41023;131;61;70;113;3;15;62;131;61;70;113;3;15;62;0;0;0;0;0;0;0;52.3707531;4.9213366;47.3282442748092;"br />  <br /> 131 <br /> 47.3282442748092"
"69";"16HF";"Noord-Holland";41023;"St Lukasschool";"Osdorper Ban";"134";"1069 ZR";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206190966;"www.stlukasschool.nl";"Osdorper Ban";"134";"1069 ZR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"St Lukasschool";"AMSTERDAM";"Noord-Holland";"PO2707";41023;308;172;136;261;10;37;217;307;171;136;260;10;37;216;1;1;0;1;0;0;1;52.3614713;4.794182;70.4545454545455;"br />  <br /> 308 <br /> 70.4545454545455"
"70";"16HF";"Noord-Holland";41023;"St Lukasschool";"Osdorper Ban";"134";"1069 ZR";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206190966;"www.stlukasschool.nl";"Osdorper Ban";"134";"1069 ZR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"St Lukasschool";"AMSTERDAM";"Noord-Holland";"PO2707";41023;111;45;66;85;5;21;79;111;45;66;85;5;21;79;0;0;0;0;0;0;0;52.3614713;4.794182;71.1711711711712;"br />  <br /> 111 <br /> 71.1711711711712"
"71";"16IP";"Noord-Holland";41023;"Basisschool De Satelliet";"Kometensingel";"52-54";"1033 BW";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";204930431;"www.satellietschool.nl";"Kometensingel";"52-54";"1033 BW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basissch De Satelliet";"AMSTERDAM";"Noord-Holland";"PO2707";41023;392;200;192;330;45;17;111;392;200;192;330;45;17;111;0;0;0;0;0;0;0;52.4147622;4.8938583;28.3163265306122;"br />  <br /> 392 <br /> 28.3163265306122"
"72";"16JU";"Noord-Holland";41023;"Rooms Katholieke Basisschool De Waaier";"Obiplein";"115";"1094 RB";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206923980;"www.waaier.nl";"Obiplein";"115";"1094 RB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"RK Basissch De Waaier";"AMSTERDAM";"Noord-Holland";"PO2707";41023;169;70;99;107;11;51;125;169;70;99;107;11;51;125;0;0;0;0;0;0;0;52.3604091;4.9386619;73.9644970414201;"br />  <br /> 169 <br /> 73.9644970414201"
"73";"16KV";"Noord-Holland";41023;"Elisabeth Paulus-School";"Zaandijkstraat";"3";"1013 VM";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206829249;"www.elpaulus.nl";"Zaandijkstraat";"3";"1013 VM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Elisabeth Paulus-School";"AMSTERDAM";"Noord-Holland";"PO2707";41023;142;78;64;127;8;7;71;139;77;62;124;8;7;69;3;1;2;3;0;0;2;52.3878832;4.8796883;50;"br />  <br /> 142 <br /> 50"
"74";"16LX";"Noord-Holland";41023;"St Catharina-School";"Vechtstraat";"88";"1079 JN";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206445066;"www.catharinaschool.nl";"Vechtstraat";"88";"1079 JN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"St Catharina-School";"AMSTERDAM";"Noord-Holland";"PO2707";41023;178;86;92;149;11;18;66;178;86;92;149;11;18;66;0;0;0;0;0;0;0;52.344675;4.906671;37.0786516853933;"br />  <br /> 178 <br /> 37.0786516853933"
"75";"16MW";"Noord-Holland";41023;"St Rosa-School";"Varenweg";"2";"1031 CB";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206368726;"www.rosaschool.nl";"Varenweg";"2";"1031 CB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"St Rosa-School";"AMSTERDAM";"Noord-Holland";"PO2707";41023;125;51;74;74;8;43;101;125;51;74;74;8;43;101;0;0;0;0;0;0;0;52.3897446;4.916921;80.8;"br />  <br /> 125 <br /> 80.8"
"76";"17AC";"Noord-Holland";41023;"Lidwina-School";"Linnaeushof";"45";"1098 KM";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206650769;"www.lidwinaschool.nl";"Linnaeushof";"45";"1098 KM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Lidwina-School";"AMSTERDAM";"Noord-Holland";"PO2707";41023;561;295;266;545;5;11;123;560;294;266;544;5;11;122;1;1;0;1;0;0;1;52.352257;4.9355341;21.9251336898396;"br />  <br /> 561 <br /> 21.9251336898396"
"77";"17BB";"Noord-Holland";41023;"Basisschool Huibers";"Jacob Geelstraat";"48";"1065 VT";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206152697;"www.huibersschool.nl";"Jacob Geelstraat";"48";"1065 VT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"BS Huibers";"AMSTERDAM";"Noord-Holland";"PO2707";41023;176;85;91;128;15;33;126;176;85;91;128;15;33;126;0;0;0;0;0;0;0;52.3601322;4.8303862;71.5909090909091;"br />  <br /> 176 <br /> 71.5909090909091"
"78";"18RN";"Noord-Holland";41781;"Notenkraker";"Theophile de Bockstraat";"100-D";"1058 VC";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206178128;"                                                                                ";"Theophile de Bockstraat";"100-D";"1058 VC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Notenkraker";"AMSTERDAM";"Noord-Holland";"PO2707";41781;510;289;221;494;1;15;79;510;289;221;494;1;15;79;0;0;0;0;0;0;0;52.3550856;4.8459576;15.4901960784314;"br />  <br /> 510 <br /> 15.4901960784314"
"79";"18TV";"Noord-Holland";41716;"De Blauwe Lijn";"Kortvoort";"61";"1104 NA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206907360;"www.deblauwelijn.nl";"Kortvoort";"61";"1104 NA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Blauwe Lijn";"AMSTERDAM";"Noord-Holland";"PO2707";41716;224;111;113;130;45;49;77;224;111;113;130;45;49;77;0;0;0;0;0;0;0;52.315838;4.970323;34.375;"br />  <br /> 224 <br /> 34.375"
"80";"18UH";"Noord-Holland";41781;"Dr E Boekman";"Korte Lepelstraat";"81";"1018 ZA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206229785;"www.boekmanschool.nl";"Korte Lepelstraat";"81";"1018 ZA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Dr E Boekman";"AMSTERDAM";"Noord-Holland";"PO2707";41781;398;197;201;389;7;2;62;395;194;201;386;7;2;62;3;3;0;3;0;0;0;52.3634992;4.9097987;15.5778894472362;"br />  <br /> 398 <br /> 15.5778894472362"
"81";"18UH";"Noord-Holland";41781;"Dr E Boekman";"Korte Lepelstraat";"81";"1018 ZA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206229785;"www.boekmanschool.nl";"Korte Lepelstraat";"81";"1018 ZA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"Dr E Boekman";"AMSTERDAM";"Noord-Holland";"PO2707";41781;443;235;208;436;6;1;12;443;235;208;436;6;1;12;0;0;0;0;0;0;0;52.3634992;4.9097987;2.70880361173815;"br />  <br /> 443 <br /> 2.70880361173815"
"82";"18UR";"Noord-Holland";41774;"Aldoende";"Tweede Boerhaavestraat";"22";"1091 AN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206652663;"www.obsaldoende.nl";"Tweede Boerhaavestraat";"22";"1091 AN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Aldoende";"AMSTERDAM";"Noord-Holland";"PO2707";41774;403;207;196;348;16;39;108;403;207;196;348;16;39;108;0;0;0;0;0;0;0;52.358894;4.9112293;26.7990074441687;"br />  <br /> 403 <br /> 26.7990074441687"
"83";"18VB";"Noord-Holland";41663;"Bos en Lommer";"Flierefluiterpad";"15";"1061 ER";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206862518;"www.bosenlommerschool.nl";"Postbus";"56763";"1040 AT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bos en Lommer";"AMSTERDAM";"Noord-Holland";"PO2707";41663;260;126;134;162;17;81;207;260;126;134;162;17;81;207;0;0;0;0;0;0;0;52.3803291;4.8403401;79.6153846153846;"br />  <br /> 260 <br /> 79.6153846153846"
"84";"18VJ";"Noord-Holland";41663;"Basisschool Westerpark";"Van Hogendorpplein";"11";"1051 AX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206860144;"www.westerparkschool.nl";"Van Hogendorpplein";"11";"1051 AX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"BS Westerpark";"AMSTERDAM";"Noord-Holland";"PO2707";41663;413;219;194;343;30;40;162;413;219;194;343;30;40;162;0;0;0;0;0;0;0;52.3848879;4.8770345;39.225181598063;"br />  <br /> 413 <br /> 39.225181598063"
"85";"18VV";"Noord-Holland";41716;"De Brink";"Mijehof";"302";"1106 HW";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206972685;"www.debrink.com";"Mijehof";"302";"1106 HW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Brink";"AMSTERDAM";"Noord-Holland";"PO2707";41716;257;127;130;211;21;25;91;255;126;129;209;21;25;90;2;1;1;2;0;0;1;52.3006565;4.9691612;35.408560311284;"br />  <br /> 257 <br /> 35.408560311284"
"86";"18WD";"Noord-Holland";41579;"De Slootermeerschool";"Burgemeester Fockstraat";"85";"1063 CW";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206132233;"www.slootermeerschool.nl";"Burgemeester Fockstraat";"85";"1063 CW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Slootermeerschool";"AMSTERDAM";"Noord-Holland";"PO2707";41579;337;165;172;201;3;133;304;337;165;172;201;3;133;304;0;0;0;0;0;0;0;52.3819924;4.8327261;90.2077151335312;"br />  <br /> 337 <br /> 90.2077151335312"
"87";"18WK";"Noord-Holland";41579;"Burgemeester De Vlugtschool";"Jan de Louterstraat";"11";"1063 KX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206130013;"www.devlugtschool.nl";"Jan de Louterstraat";"11";"1063 KX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Burg De Vlugt";"AMSTERDAM";"Noord-Holland";"PO2707";41579;366;192;174;249;23;94;311;366;192;174;249;23;94;311;0;0;0;0;0;0;0;52.3795033;4.8194119;84.9726775956284;"br />  <br /> 366 <br /> 84.9726775956284"
"88";"18WU";"Noord-Holland";41781;"Burght";"Herengracht";"34";"1015 BL";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206246947;"www.obsburght.nl";"Herengracht";"34";"1015 BL";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Burght";"AMSTERDAM";"Noord-Holland";"PO2707";41781;493;267;226;482;10;1;69;493;267;226;482;10;1;69;0;0;0;0;0;0;0;52.3783221;4.8907243;13.9959432048682;"br />  <br /> 493 <br /> 13.9959432048682"
"89";"18XC";"Noord-Holland";41716;"Bijlmerdrie";"Kantershof";"641-642";"1104 HJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206997202;"www.bijlmerdrie.nl";"Kantershof";"641-642";"1104 HJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bijlmerdrie";"AMSTERDAM";"Noord-Holland";"PO2707";41716;85;47;38;50;24;11;15;84;46;38;49;24;11;15;1;1;0;1;0;0;0;52.3192527;4.9875103;17.6470588235294;"br />  <br /> 85 <br /> 17.6470588235294"
"90";"18YT";"Noord-Holland";41716;"Bijlmerhorst";"EGoli";"12";"1103 AC";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206908186;"www.bijlmerhorst.nl";"EGoli";"12";"1103 AC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bijlmerhorst";"AMSTERDAM";"Noord-Holland";"PO2707";41716;191;86;105;115;38;38;79;191;86;105;115;38;38;79;0;0;0;0;0;0;0;52.3232906;4.9598981;41.3612565445026;"br />  <br /> 191 <br /> 41.3612565445026"
"91";"18ZL";"Noord-Holland";41716;"Openbare basisschool Wereldwijs";"Geerdinkhof";"694-696";"1103 RP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206981078;"www.obs-wereldwijs.nl";"Geerdinkhof";"694-696";"1103 RP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Wereldwijs";"AMSTERDAM";"Noord-Holland";"PO2707";41716;327;184;143;288;12;27;124;327;184;143;288;12;27;124;0;0;0;0;0;0;0;52.3248501;4.9816512;37.9204892966361;"br />  <br /> 327 <br /> 37.9204892966361"
"92";"18ZX";"Noord-Holland";41663;"Joop Westerweel School";"Balboaplein";"44";"1057 VS";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206125539;"www.joopwesterweelschool.nl";"Balboaplein";"44";"1057 VS";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Joop Westerweel Sch";"AMSTERDAM";"Noord-Holland";"PO2707";41663;398;236;162;288;16;94;234;394;233;161;285;16;93;232;4;3;1;3;0;1;2;52.3688581;4.8561669;58.7939698492462;"br />  <br /> 398 <br /> 58.7939698492462"
"93";"19AI";"Noord-Holland";41774;"Openbare Basisschool De Kaap";"Christiaan de Wetstraat";"23";"1091 NG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206939375;"                                                                                ";"Christiaan de Wetstraat";"23";"1091 NG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS De Kaap";"AMSTERDAM";"Noord-Holland";"PO2707";41774;152;80;72;97;1;54;117;152;80;72;97;1;54;117;0;0;0;0;0;0;0;52.3542422;4.9189412;76.9736842105263;"br />  <br /> 152 <br /> 76.9736842105263"
"94";"19AQ";"Noord-Holland";41774;"Openbare Basisschool De Dapper";"Pieter Nieuwlandstraat";"3";"1093 XG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206939100;"www.bsdedapper.nl";"Pieter Nieuwlandstraat";"3";"1093 XG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS De Dapper";"AMSTERDAM";"Noord-Holland";"PO2707";41774;153;75;78;104;13;36;105;151;75;76;102;13;36;103;2;0;2;2;0;0;2;52.3615143;4.9263601;68.6274509803922;"br />  <br /> 153 <br /> 68.6274509803922"
"95";"19AZ";"Noord-Holland";41663;"Corantijn";"Corantijnstraat";"4";"1058 DD";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206184430;"www.corantijnschool.nl";"Corantijnstraat";"4";"1058 DD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Corantijn";"AMSTERDAM";"Noord-Holland";"PO2707";41663;267;169;98;233;3;31;98;267;169;98;233;3;31;98;0;0;0;0;0;0;0;52.3620603;4.8526179;36.7041198501873;"br />  <br /> 267 <br /> 36.7041198501873"
"96";"19BH";"Noord-Holland";41716;"Cornelis Jetses";"Jaargetijden";"6";"1109 AR";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";294414370;"www.cjetses.nl";"Jaargetijden";"6";"1109 AR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Cornelis Jetses";"AMSTERDAM";"Noord-Holland";"PO2707";41716;96;52;44;89;3;4;18;96;52;44;89;3;4;18;0;0;0;0;0;0;0;52.3057122;5.0192291;18.75;"br />  <br /> 96 <br /> 18.75"
"97";"19BO";"Noord-Holland";41781;"Pieter Bakkumschool Daltonschool";"Willem Witsenstraat";"10";"1077 AZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206736925;"www.2edalton.nl";"Willem Witsenstraat";"10";"1077 AZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Pieter Bakkumsch";"AMSTERDAM";"Noord-Holland";"PO2707";41781;448;219;229;448;0;0;3;448;219;229;448;0;0;3;0;0;0;0;0;0;0;52.3514222;4.8698164;0.669642857142857;"br />  <br /> 448 <br /> 0.669642857142857"
"98";"19BS";"Noord-Holland";41781;"Alberdingk Thijmschool Daltonschool";"Van Ostadestraat";"203";"1073 TN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206624480;"www.derdedalton.nl";"Van Ostadestraat";"203";"1073 TN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Alberdingk Thijmsch";"AMSTERDAM";"Noord-Holland";"PO2707";41781;401;205;196;377;7;17;71;401;205;196;377;7;17;71;0;0;0;0;0;0;0;52.3531774;4.8979043;17.7057356608479;"br />  <br /> 401 <br /> 17.7057356608479"
"99";"19BW";"Noord-Holland";41781;"Dongeschool";"Dintelstraat";"5-7";"1078 VN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206641288;"www.dongeschool.nl";"Dintelstraat";"5-7";"1078 VN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Dongesch";"AMSTERDAM";"Noord-Holland";"PO2707";41781;428;226;202;413;11;4;59;428;226;202;413;11;4;59;0;0;0;0;0;0;0;52.3457787;4.8931429;13.785046728972;"br />  <br /> 428 <br /> 13.785046728972"
"100";"19CA";"Noord-Holland";41781;"De Springstok (onderdeel van het Jan van der Heijdenhuis)";"2e Jan vd Heijdenstr";"75-77";"1074 XR";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206648670;"www.janvanderheijdenhuis.nl";"2e Jan vd Heijdenstr";"75-77";"1074 XR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Springstok";"AMSTERDAM";"Noord-Holland";"PO2707";41781;140;61;79;122;7;11;62;140;61;79;122;7;11;62;0;0;0;0;0;0;0;52.3560953;4.9023602;44.2857142857143;"br />  <br /> 140 <br /> 44.2857142857143"
"101";"19CD";"Noord-Holland";41579;"Einsteinschool";"Staalmanpark";"10";"1066 BR";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";207600061;"www.einsteinschool.nl";"Staalmanpark";"10";"1066 BR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"CC Einstein";"AMSTERDAM";"Noord-Holland";"PO2707";41579;147;79;68;105;5;37;130;147;79;68;105;5;37;130;0;0;0;0;0;0;0;52.3491333;4.8313473;88.4353741496599;"br />  <br /> 147 <br /> 88.4353741496599"
"102";"19CH";"Noord-Holland";41774;"Openbare Basisschool Flevopark";"Soembawastraat";"61";"1095 VX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206942591;"www.flevoparkschool.nl";"Postbus";"92105";"1090 AC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Obs Flevopark";"AMSTERDAM";"Noord-Holland";"PO2707";41774;324;133;191;205;13;106;232;324;133;191;205;13;106;232;0;0;0;0;0;0;0;52.3635511;4.9440216;71.6049382716049;"br />  <br /> 324 <br /> 71.6049382716049"
"103";"19ZG";"Noord-Holland";41579;"Goeman Borgesiusschool";"Aalbersestraat";"35";"1067 EZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206131807;"www.goemanborgesiusschool.nl";"Aalbersestraat";"35";"1067 EZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Goeman Borgesius";"AMSTERDAM";"Noord-Holland";"PO2707";41579;281;122;159;182;9;90;264;280;122;158;181;9;90;263;1;0;1;1;0;0;1;52.3769766;4.7972635;93.9501779359431;"br />  <br /> 281 <br /> 93.9501779359431"
"104";"20SC";"Noord-Holland";41716;"Holendrecht";"Holendrechtplein";"40";"1106 LP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204531549;"www.holendrechtschool.nl";"Holendrechtplein";"40";"1106 LP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Holendrecht";"AMSTERDAM";"Noord-Holland";"PO2707";41716;144;64;80;59;35;50;72;141;62;79;56;35;50;70;3;2;1;3;0;0;2;52.2991241;4.965364;50;"br />  <br /> 144 <br /> 50"
